tweet,sentiment
is the absolute worst airline women were inconvenienced due to maintenance issues Stuck all over no care given,negative
LAX to EWR Middle seat on a red eye Such a noob maneuver sendambien andchexmix,neutral
I have never been so grossed out in my life What a disappointmentyet againflying with you,negative
boarding in mins YAY,neutral
Just watched crew on flight help elderly lady off planefirstclass,positive
love being told you would issue a refund when you couldnt get us out of the way of a hurricane to have it denied,positive
just curious Thanks for the response as always good or bad Better than your competition,positive
from San Diego with a hour delay to JFKEven you have a Amex JetBlue even having over travel miles youre still nothing,negative
Is your BWISJD service seasonal Wasnt part of extension Called intl desk They didnt know Want to fly in Sept on Sat,negative
what would it cost,neutral
said they would give us a refund days Late Flightr NO refund,negative
Oh yea Thats it Cmon buddy Bring your special friend to the conversation they seem to be doing NOTHING AT ALL,negative
I was scheduled for SFO DAL flight today Changed to th due weather Looks like flight still on,neutral
landing early morning after snowfall,neutral
Been on hold for over an hour any chance someone can help me on here,negative
been trying to speak to agent for hrs about my Cancelled Flightled flight but reps always busy how do I get ahold of you,negative
no you not sorry I am trying add a day my vacation but there is a charge just change flights,negative
Is there any way to add a Known Traveler Number to an existing reservation online If not why not,neutral
hrs on Tarmac yest b Cancelled Flight Today hr delay Why not send txtemail re JFK closed amp saved all trip sit again,negative
my to CLT left the gate What is next for CLT Need help,neutral
Flight is full,negative
I have the DM from if needed,neutral
pleasecan I have the last tickets for me and my best friend to DestinationDragons,neutral
one of my bags didnt make it to my destination I have the claim ticket Any way to help out with a status on the location,negative
calls in the span of two daysnone of which available to speak to someone You are un Fin believable worst ever,negative
Thanks a ton,positive
very poor customer service thru out each of my cxl flights I shouldve flew,negative
No monkey business we luv SWA mdwmci homeandreadyfornexttrip,neutral
changed our flight times in trip Bumped to now amp having great experience Never Flying US Air again Never,negative
I tried to return to orig booked flt told overbookedGng to diff destFeel like we were switched on purpose bec of overbook,negative
Asked Flight attendant what typical compensation would be amp says we might get free TV Unacceptable,negative
that wasnt delayed or cabcelled,neutral
Cancelled Flighted my flight Went with another airline leave day They Cancelled Flighted also Called JetBlue amp got same flight but now more,negative
word thanks,positive
I just want to get home before Wednesday Joke is over hrs of Cancelled Flightlations and delays is enough,negative
could you tell me if any upgrades are available on a flight out of STL tomorrow morning,neutral
